,agency_code,career_cluster,num_concentrators,Title I Served School,District Name,cte_count
19522,800361,HOSP,3,0,Rowan-Salisbury Schools,7
19523,800361,HUMA,55,0,Rowan-Salisbury Schools,7
19524,800361,LAW,1,0,Rowan-Salisbury Schools,7
19525,800361,MANU,24,0,Rowan-Salisbury Schools,7
19574,800376,AAVC,1,0,Rowan-Salisbury Schools,6
19575,800376,ARCH,2,0,Rowan-Salisbury Schools,6
19576,800376,EDUC,1,0,Rowan-Salisbury Schools,6
19577,800376,HLTH,10,0,Rowan-Salisbury Schools,6
19578,800376,HUMA,2,0,Rowan-Salisbury Schools,6
19579,800376,TRAN,1,0,Rowan-Salisbury Schools,6
19628,800396,HLTH,13,0,Rowan-Salisbury Schools,6
19629,800396,HOSP,20,0,Rowan-Salisbury Schools,6
19630,800396,HUMA,17,0,Rowan-Salisbury Schools,6
19631,800396,INFO,1,0,Rowan-Salisbury Schools,6
19632,800396,LAW,2,0,Rowan-Salisbury Schools,6
19633,800396,MANU,1,0,Rowan-Salisbury Schools,6
19685,800400,AAVC,52,0,Rowan-Salisbury Schools,9
19686,800400,AGNR,33,0,Rowan-Salisbury Schools,9
19687,800400,ARCH,29,0,Rowan-Salisbury Schools,9
19688,800400,HLTH,18,0,Rowan-Salisbury Schools,9
19689,800400,HOSP,43,0,Rowan-Salisbury Schools,9
19690,800400,HUMA,4,0,Rowan-Salisbury Schools,9
19691,800400,INFO,1,0,Rowan-Salisbury Schools,9
19692,800400,MANU,17,0,Rowan-Salisbury Schools,9
19693,800400,TRAN,1,0,Rowan-Salisbury Schools,9
19744,800408,AAVC,20,0,Rowan-Salisbury Schools,6
19745,800408,AGNR,86,0,Rowan-Salisbury Schools,6
19746,800408,ARCH,27,0,Rowan-Salisbury Schools,6
19747,800408,HLTH,10,0,Rowan-Salisbury Schools,6
19748,800408,HUMA,1,0,Rowan-Salisbury Schools,6
19749,800408,STEM,1,0,Rowan-Salisbury Schools,6
19801,810324,AAVC,10,0,Rutherford County Schools,9
19802,810324,AGNR,26,0,Rutherford County Schools,9
19803,810324,ARCH,15,0,Rutherford County Schools,9
19804,810324,FINA,1,0,Rutherford County Schools,9
19805,810324,HLTH,11,0,Rutherford County Schools,9
19806,810324,HOSP,13,0,Rutherford County Schools,9
19807,810324,HUMA,51,0,Rutherford County Schools,9
19808,810324,LAW,3,0,Rutherford County Schools,9
19809,810324,MANU,1,0,Rutherford County Schools,9
19866,810340,AGNR,14,0,Rutherford County Schools,9
19867,810340,ARCH,9,0,Rutherford County Schools,9
19868,810340,HLTH,18,0,Rutherford County Schools,9
19869,810340,HOSP,8,0,Rutherford County Schools,9
19870,810340,HUMA,55,0,Rutherford County Schools,9
19871,810340,LAW,4,0,Rutherford County Schools,9
19872,810340,MANU,5,0,Rutherford County Schools,9
19873,810340,STEM,1,0,Rutherford County Schools,9
19874,810340,TRAN,8,0,Rutherford County Schools,9
19932,810384,AGNR,9,0,Rutherford County Schools,9
19933,810384,ARCH,26,0,Rutherford County Schools,9
19934,810384,BMA,6,0,Rutherford County Schools,9
19935,810384,HLTH,16,0,Rutherford County Schools,9
19936,810384,HOSP,7,0,Rutherford County Schools,9
19937,810384,HUMA,31,0,Rutherford County Schools,9
19938,810384,LAW,1,0,Rutherford County Schools,9
19939,810384,STEM,3,0,Rutherford County Schools,9
19940,810384,TRAN,12,0,Rutherford County Schools,9
20014,820324,ARCH,1,1,Sampson County Schools,4
20015,820324,HLTH,1,1,Sampson County Schools,4
20016,820324,MANU,3,1,Sampson County Schools,4
20017,820324,STEM,1,1,Sampson County Schools,4
20058,820348,AGNR,29,1,Sampson County Schools,5
20059,820348,BMA,10,1,Sampson County Schools,5
20060,820348,EDUC,1,1,Sampson County Schools,5
20061,820348,HLTH,17,1,Sampson County Schools,5
20062,820348,HUMA,19,1,Sampson County Schools,5
20100,820349,AGNR,21,1,Sampson County Schools,5
20101,820349,ARCH,11,1,Sampson County Schools,5
20102,820349,BMA,1,1,Sampson County Schools,5
20103,820349,EDUC,1,1,Sampson County Schools,5
20104,820349,HUMA,34,1,Sampson County Schools,5
20151,820352,AGNR,46,1,Sampson County Schools,8
20152,820352,ARCH,14,1,Sampson County Schools,8
20153,820352,BMA,32,1,Sampson County Schools,8
20154,820352,HOSP,17,1,Sampson County Schools,8
20155,820352,HUMA,41,1,Sampson County Schools,8
20156,820352,MRKT,12,1,Sampson County Schools,8
20157,820352,STEM,20,1,Sampson County Schools,8
20158,820352,TRAN,11,1,Sampson County Schools,8
20203,820388,AAVC,6,1,Sampson County Schools,4
20204,820388,AGNR,37,1,Sampson County Schools,4
20205,820388,HUMA,54,1,Sampson County Schools,4
20206,820388,STEM,19,1,Sampson County Schools,4
20261,821308,AAVC,5,0,Clinton City Schools,7
20262,821308,AGNR,26,0,Clinton City Schools,7
20263,821308,HLTH,34,0,Clinton City Schools,7
20264,821308,HOSP,26,0,Clinton City Schools,7
20265,821308,HUMA,37,0,Clinton City Schools,7
20266,821308,LAW,35,0,Clinton City Schools,7
20267,821308,STEM,13,0,Clinton City Schools,7
20299,830316,BMA,2,0,Scotland County Schools,2
20300,830316,HOSP,3,0,Scotland County Schools,2
20350,830343,AAVC,18,0,Scotland County Schools,10
20351,830343,AGNR,5,0,Scotland County Schools,10
20352,830343,ARCH,28,0,Scotland County Schools,10
20353,830343,HLTH,68,0,Scotland County Schools,10
20354,830343,HOSP,35,0,Scotland County Schools,10
20355,830343,LAW,38,0,Scotland County Schools,10
20356,830343,MANU,4,0,Scotland County Schools,10
20357,830343,MRKT,9,0,Scotland County Schools,10
20358,830343,STEM,13,0,Scotland County Schools,10
20359,830343,TRAN,18,0,Scotland County Schools,10
20412,840302,ARCH,1,0,Stanly County Schools,6
20413,840302,HLTH,35,0,Stanly County Schools,6
20414,840302,HUMA,18,0,Stanly County Schools,6
20415,840302,LAW,15,0,Stanly County Schools,6
20416,840302,MANU,31,0,Stanly County Schools,6
20417,840302,TRAN,1,0,Stanly County Schools,6
20469,840332,AAVC,6,0,Stanly County Schools,8
20470,840332,AGNR,22,0,Stanly County Schools,8
20471,840332,ARCH,13,0,Stanly County Schools,8
20472,840332,HLTH,57,0,Stanly County Schools,8
20473,840332,HUMA,49,0,Stanly County Schools,8
20474,840332,LAW,1,0,Stanly County Schools,8
20475,840332,MANU,12,0,Stanly County Schools,8
20476,840332,STEM,10,0,Stanly County Schools,8
20525,840356,ARCH,7,0,Stanly County Schools,7
20526,840356,HLTH,17,0,Stanly County Schools,7
20527,840356,HUMA,33,0,Stanly County Schools,7
20528,840356,LAW,1,0,Stanly County Schools,7
20529,840356,MANU,8,0,Stanly County Schools,7
20530,840356,STEM,5,0,Stanly County Schools,7
20531,840356,TRAN,2,0,Stanly County Schools,7
20570,840361,BMA,3,0,Stanly County Schools,3
20571,840361,INFO,1,0,Stanly County Schools,3
20572,840361,MANU,1,0,Stanly County Schools,3
20623,840368,AAVC,5,0,Stanly County Schools,8
20624,840368,AGNR,6,0,Stanly County Schools,8
20625,840368,ARCH,9,0,Stanly County Schools,8
20626,840368,FINA,3,0,Stanly County Schools,8
20627,840368,HLTH,33,0,Stanly County Schools,8
20628,840368,HUMA,23,0,Stanly County Schools,8
20629,840368,MANU,30,0,Stanly County Schools,8
20630,840368,TRAN,14,0,Stanly County Schools,8
20662,840370,HUMA,3,1,Stanly County Schools,1
20710,850324,AGNR,1,1,Stokes County Schools,1
20757,850332,AAVC,9,0,Stokes County Schools,6
20758,850332,AGNR,16,0,Stokes County Schools,6
20759,850332,ARCH,2,0,Stokes County Schools,6
20760,850332,HLTH,16,0,Stokes County Schools,6
20761,850332,HUMA,3,0,Stokes County Schools,6
20762,850332,TRAN,6,0,Stokes County Schools,6
20805,850352,AGNR,12,0,Stokes County Schools,7
20806,850352,ARCH,4,0,Stokes County Schools,7
20807,850352,EDUC,9,0,Stokes County Schools,7
20808,850352,HLTH,19,0,Stokes County Schools,7
20809,850352,HUMA,30,0,Stokes County Schools,7
20810,850352,INFO,6,0,Stokes County Schools,7
20811,850352,TRAN,4,0,Stokes County Schools,7
20862,850358,AAVC,12,0,Stokes County Schools,8
20863,850358,AGNR,10,0,Stokes County Schools,8
20864,850358,ARCH,28,0,Stokes County Schools,8
20865,850358,BMA,1,0,Stokes County Schools,8
20866,850358,EDUC,1,0,Stokes County Schools,8
20867,850358,HLTH,38,0,Stokes County Schools,8
20868,850358,HUMA,15,0,Stokes County Schools,8
20869,850358,MRKT,1,0,Stokes County Schools,8
20893,850360,EDUC,6,0,Stokes County Schools,1
20945,860316,AAVC,29,0,Surry County Schools,10
20946,860316,AGNR,9,0,Surry County Schools,10
20947,860316,ARCH,25,0,Surry County Schools,10
20948,860316,BMA,5,0,Surry County Schools,10
20949,860316,HLTH,35,0,Surry County Schools,10
20950,860316,HOSP,11,0,Surry County Schools,10
20951,860316,HUMA,7,0,Surry County Schools,10
20952,860316,INFO,1,0,Surry County Schools,10
20953,860316,MANU,2,0,Surry County Schools,10
20954,860316,STEM,11,0,Surry County Schools,10
21015,860336,AAVC,9,0,Surry County Schools,10
21016,860336,AGNR,27,0,Surry County Schools,10
21017,860336,ARCH,7,0,Surry County Schools,10
21018,860336,BMA,4,0,Surry County Schools,10
21019,860336,EDUC,8,0,Surry County Schools,10
21020,860336,HLTH,21,0,Surry County Schools,10
21021,860336,HUMA,40,0,Surry County Schools,10
21022,860336,MANU,4,0,Surry County Schools,10
21023,860336,STEM,19,0,Surry County Schools,10
21024,860336,TRAN,3,0,Surry County Schools,10
21087,860352,AAVC,15,0,Surry County Schools,9
21088,860352,AGNR,11,0,Surry County Schools,9
21089,860352,ARCH,1,0,Surry County Schools,9
21090,860352,HLTH,35,0,Surry County Schools,9
21091,860352,HOSP,17,0,Surry County Schools,9
21092,860352,HUMA,66,0,Surry County Schools,9
21093,860352,LAW,2,0,Surry County Schools,9
21094,860352,MANU,3,0,Surry County Schools,9
21095,860352,TRAN,1,0,Surry County Schools,9
21140,860354,ARCH,4,0,Surry County Schools,9
21141,860354,BMA,4,0,Surry County Schools,9
21142,860354,FINA,2,0,Surry County Schools,9
21143,860354,HLTH,2,0,Surry County Schools,9
21144,860354,INFO,2,0,Surry County Schools,9
21145,860354,LAW,3,0,Surry County Schools,9
21146,860354,MANU,4,0,Surry County Schools,9
21147,860354,STEM,1,0,Surry County Schools,9
21148,860354,TRAN,3,0,Surry County Schools,9
21196,861308,AAVC,8,0,Elkin City Schools,8
21197,861308,AGNR,9,0,Elkin City Schools,8
21198,861308,BMA,17,0,Elkin City Schools,8
21199,861308,HLTH,15,0,Elkin City Schools,8
21200,861308,HOSP,1,0,Elkin City Schools,8
21201,861308,HUMA,29,0,Elkin City Schools,8
21202,861308,INFO,1,0,Elkin City Schools,8
21203,861308,STEM,13,0,Elkin City Schools,8
21251,862312,AAVC,9,0,Mount Airy City Schools,7
21252,862312,ARCH,5,0,Mount Airy City Schools,7
21253,862312,BMA,4,0,Mount Airy City Schools,7
21254,862312,EDUC,1,0,Mount Airy City Schools,7
21255,862312,HLTH,17,0,Mount Airy City Schools,7
21256,862312,HUMA,8,0,Mount Airy City Schools,7
21257,862312,MANU,23,0,Mount Airy City Schools,7
21306,870314,AAVC,11,0,Swain County Schools,8
21307,870314,AGNR,7,0,Swain County Schools,8
21308,870314,ARCH,1,0,Swain County Schools,8
21309,870314,HLTH,22,0,Swain County Schools,8
21310,870314,HUMA,13,0,Swain County Schools,8
21311,870314,MANU,3,0,Swain County Schools,8
21312,870314,STEM,16,0,Swain County Schools,8
21313,870314,TRAN,4,0,Swain County Schools,8
21370,880308,AAVC,11,0,Transylvania County Schools,7
21371,880308,AGNR,22,0,Transylvania County Schools,7
21372,880308,ARCH,21,0,Transylvania County Schools,7
21373,880308,HLTH,15,0,Transylvania County Schools,7
21374,880308,MANU,7,0,Transylvania County Schools,7
21375,880308,STEM,19,0,Transylvania County Schools,7
21376,880308,TRAN,3,0,Transylvania County Schools,7
21424,880320,HLTH,1,0,Transylvania County Schools,3
21425,880320,MANU,1,0,Transylvania County Schools,3
21426,880320,TRAN,6,0,Transylvania County Schools,3
21471,880328,AGNR,9,0,Transylvania County Schools,6
21472,880328,ARCH,14,0,Transylvania County Schools,6
21473,880328,HLTH,7,0,Transylvania County Schools,6
21474,880328,HOSP,6,0,Transylvania County Schools,6
21475,880328,MANU,5,0,Transylvania County Schools,6
21476,880328,TRAN,4,0,Transylvania County Schools,6
21513,890304,AGNR,6,1,Tyrrell County Schools,3
21514,890304,HLTH,14,1,Tyrrell County Schools,3
21515,890304,MANU,6,1,Tyrrell County Schools,3
21567,900311,AAVC,18,0,Union County Public Schools,11
21568,900311,AGNR,45,0,Union County Public Schools,11
21569,900311,ARCH,14,0,Union County Public Schools,11
21570,900311,BMA,3,0,Union County Public Schools,11
21571,900311,FINA,18,0,Union County Public Schools,11
21572,900311,HLTH,47,0,Union County Public Schools,11
21573,900311,HOSP,19,0,Union County Public Schools,11
21574,900311,HUMA,2,0,Union County Public Schools,11
21575,900311,INFO,1,0,Union County Public Schools,11
21576,900311,LAW,1,0,Union County Public Schools,11
21577,900311,STEM,10,0,Union County Public Schools,11
21633,900316,AAVC,13,0,Union County Public Schools,8
21634,900316,AGNR,24,0,Union County Public Schools,8
21635,900316,ARCH,13,0,Union County Public Schools,8
21636,900316,HLTH,6,0,Union County Public Schools,8
21637,900316,HOSP,6,0,Union County Public Schools,8
21638,900316,HUMA,2,0,Union County Public Schools,8
21639,900316,STEM,4,0,Union County Public Schools,8
21640,900316,TRAN,12,0,Union County Public Schools,8
21694,900336,AGNR,14,0,Union County Public Schools,6
21695,900336,ARCH,16,0,Union County Public Schools,6
21696,900336,HUMA,1,0,Union County Public Schools,6
21697,900336,INFO,1,0,Union County Public Schools,6
21698,900336,MANU,1,0,Union County Public Schools,6
21699,900336,STEM,4,0,Union County Public Schools,6
21752,900342,AAVC,11,0,Union County Public Schools,11
21753,900342,AGNR,23,0,Union County Public Schools,11
21754,900342,ARCH,10,0,Union County Public Schools,11
21755,900342,BMA,5,0,Union County Public Schools,11
21756,900342,FINA,5,0,Union County Public Schools,11
21757,900342,HLTH,32,0,Union County Public Schools,11
21758,900342,HOSP,47,0,Union County Public Schools,11
21759,900342,HUMA,1,0,Union County Public Schools,11
21760,900342,INFO,8,0,Union County Public Schools,11
21761,900342,STEM,7,0,Union County Public Schools,11
21762,900342,TRAN,2,0,Union County Public Schools,11
21813,900344,AGNR,31,0,Union County Public Schools,8
21814,900344,ARCH,4,0,Union County Public Schools,8
21815,900344,HLTH,22,0,Union County Public Schools,8
21816,900344,HOSP,20,0,Union County Public Schools,8
21817,900344,HUMA,1,0,Union County Public Schools,8
21818,900344,LAW,1,0,Union County Public Schools,8
21819,900344,STEM,18,0,Union County Public Schools,8
21820,900344,TRAN,1,0,Union County Public Schools,8
21877,900348,AAVC,3,0,Union County Public Schools,11
21878,900348,AGNR,47,0,Union County Public Schools,11
21879,900348,ARCH,6,0,Union County Public Schools,11
21880,900348,BMA,1,0,Union County Public Schools,11
21881,900348,HLTH,22,0,Union County Public Schools,11
21882,900348,HOSP,43,0,Union County Public Schools,11
21883,900348,HUMA,2,0,Union County Public Schools,11
21884,900348,INFO,2,0,Union County Public Schools,11
21885,900348,LAW,6,0,Union County Public Schools,11
21886,900348,MANU,1,0,Union County Public Schools,11
21887,900348,TRAN,1,0,Union County Public Schools,11
21945,900360,AAVC,2,0,Union County Public Schools,10
21946,900360,AGNR,31,0,Union County Public Schools,10
21947,900360,ARCH,5,0,Union County Public Schools,10
21948,900360,BMA,2,0,Union County Public Schools,10
21949,900360,HLTH,15,0,Union County Public Schools,10
21950,900360,HOSP,23,0,Union County Public Schools,10
21951,900360,HUMA,1,0,Union County Public Schools,10
21952,900360,MRKT,9,0,Union County Public Schools,10
21953,900360,STEM,16,0,Union County Public Schools,10
21954,900360,TRAN,7,0,Union County Public Schools,10
22000,900366,AAVC,43,0,Union County Public Schools,6
22001,900366,HLTH,54,0,Union County Public Schools,6
22002,900366,INFO,71,0,Union County Public Schools,6
22003,900366,LAW,10,0,Union County Public Schools,6
22004,900366,STEM,32,0,Union County Public Schools,6
22005,900366,TRAN,20,0,Union County Public Schools,6
22055,900377,AGNR,24,0,Union County Public Schools,9
22056,900377,ARCH,1,0,Union County Public Schools,9
22057,900377,BMA,2,0,Union County Public Schools,9
22058,900377,FINA,28,0,Union County Public Schools,9
22059,900377,HLTH,54,0,Union County Public Schools,9
22060,900377,HOSP,31,0,Union County Public Schools,9
22061,900377,INFO,16,0,Union County Public Schools,9
22062,900377,LAW,1,0,Union County Public Schools,9
22063,900377,STEM,19,0,Union County Public Schools,9
22119,900393,AAVC,37,0,Union County Public Schools,7
22120,900393,BMA,2,0,Union County Public Schools,7
22121,900393,HLTH,24,0,Union County Public Schools,7
22122,900393,HOSP,51,0,Union County Public Schools,7
22123,900393,HUMA,2,0,Union County Public Schools,7
22124,900393,INFO,57,0,Union County Public Schools,7
22125,900393,STEM,17,0,Union County Public Schools,7
22161,90A000,BMA,2,0,Charter Schools,2
22162,90A000,MANU,1,0,Charter Schools,2
22192,910368,HUMA,1,1,Vance County Schools,1
22236,910370,AGNR,13,0,Vance County Schools,7
22237,910370,ARCH,1,0,Vance County Schools,7
22238,910370,HLTH,4,0,Vance County Schools,7
22239,910370,HOSP,13,0,Vance County Schools,7
22240,910370,HUMA,69,0,Vance County Schools,7
22241,910370,LAW,7,0,Vance County Schools,7
22242,910370,TRAN,6,0,Vance County Schools,7
22299,920316,AAVC,20,0,Wake County Schools,11
22300,920316,AGNR,34,0,Wake County Schools,11
22301,920316,ARCH,84,0,Wake County Schools,11
22302,920316,BMA,16,0,Wake County Schools,11
22303,920316,FINA,4,0,Wake County Schools,11
22304,920316,HLTH,24,0,Wake County Schools,11
22305,920316,HOSP,47,0,Wake County Schools,11
22306,920316,HUMA,1,0,Wake County Schools,11
22307,920316,INFO,4,0,Wake County Schools,11
22308,920316,MRKT,19,0,Wake County Schools,11
22309,920316,TRAN,1,0,Wake County Schools,11
22369,920318,AAVC,31,0,Wake County Schools,7
22370,920318,AGNR,21,0,Wake County Schools,7
22371,920318,ARCH,48,0,Wake County Schools,7
22372,920318,HLTH,60,0,Wake County Schools,7
22373,920318,HUMA,31,0,Wake County Schools,7
22374,920318,INFO,34,0,Wake County Schools,7
22375,920318,LAW,28,0,Wake County Schools,7
22455,920348,AAVC,113,0,Wake County Schools,7
22456,920348,ARCH,53,0,Wake County Schools,7
22457,920348,BMA,1,0,Wake County Schools,7
22458,920348,HOSP,71,0,Wake County Schools,7
22459,920348,HUMA,73,0,Wake County Schools,7
22460,920348,LAW,1,0,Wake County Schools,7
22461,920348,TRAN,13,0,Wake County Schools,7
22517,920368,AAVC,62,0,Wake County Schools,11
22518,920368,AGNR,5,0,Wake County Schools,11
22519,920368,ARCH,17,0,Wake County Schools,11
22520,920368,BMA,35,0,Wake County Schools,11
22521,920368,FINA,10,0,Wake County Schools,11
22522,920368,HLTH,20,0,Wake County Schools,11
22523,920368,HOSP,16,0,Wake County Schools,11
22524,920368,HUMA,8,0,Wake County Schools,11
22525,920368,INFO,8,0,Wake County Schools,11
22526,920368,MANU,10,0,Wake County Schools,11
22527,920368,STEM,12,0,Wake County Schools,11
22583,920411,AAVC,37,1,Wake County Schools,8
22584,920411,AGNR,34,1,Wake County Schools,8
22585,920411,ARCH,6,1,Wake County Schools,8
22586,920411,BMA,1,1,Wake County Schools,8
22587,920411,HLTH,36,1,Wake County Schools,8
22588,920411,HOSP,4,1,Wake County Schools,8
22589,920411,HUMA,22,1,Wake County Schools,8
22590,920411,TRAN,7,1,Wake County Schools,8
22647,920412,AAVC,70,0,Wake County Schools,8
22648,920412,ARCH,18,0,Wake County Schools,8
22649,920412,HLTH,101,0,Wake County Schools,8
22650,920412,HOSP,27,0,Wake County Schools,8
22651,920412,HUMA,58,0,Wake County Schools,8
22652,920412,INFO,3,0,Wake County Schools,8
22653,920412,STEM,26,0,Wake County Schools,8
22654,920412,TRAN,1,0,Wake County Schools,8
22711,920428,AAVC,67,0,Wake County Schools,10
22712,920428,AGNR,45,0,Wake County Schools,10
22713,920428,ARCH,17,0,Wake County Schools,10
22714,920428,BMA,8,0,Wake County Schools,10
22715,920428,EDUC,4,0,Wake County Schools,10
22716,920428,FINA,8,0,Wake County Schools,10
22717,920428,HLTH,18,0,Wake County Schools,10
22718,920428,HUMA,37,0,Wake County Schools,10
22719,920428,INFO,30,0,Wake County Schools,10
22720,920428,STEM,55,0,Wake County Schools,10
22782,920436,AAVC,10,0,Wake County Schools,10
22783,920436,AGNR,15,0,Wake County Schools,10
22784,920436,ARCH,1,0,Wake County Schools,10
22785,920436,HLTH,59,0,Wake County Schools,10
22786,920436,HUMA,56,0,Wake County Schools,10
22787,920436,INFO,9,0,Wake County Schools,10
22788,920436,LAW,29,0,Wake County Schools,10
22789,920436,MRKT,14,0,Wake County Schools,10
22790,920436,STEM,27,0,Wake County Schools,10
22791,920436,TRAN,7,0,Wake County Schools,10
22845,920441,AAVC,35,0,Wake County Schools,9
22846,920441,ARCH,18,0,Wake County Schools,9
22847,920441,BMA,14,0,Wake County Schools,9
22848,920441,FINA,19,0,Wake County Schools,9
22849,920441,HLTH,56,0,Wake County Schools,9
22850,920441,HOSP,60,0,Wake County Schools,9
22851,920441,HUMA,31,0,Wake County Schools,9
22852,920441,INFO,53,0,Wake County Schools,9
22853,920441,MANU,13,0,Wake County Schools,9
22910,920445,AAVC,20,0,Wake County Schools,8
22911,920445,AGNR,32,0,Wake County Schools,8
22912,920445,ARCH,58,0,Wake County Schools,8
22913,920445,BMA,10,0,Wake County Schools,8
22914,920445,HLTH,28,0,Wake County Schools,8
22915,920445,HOSP,5,0,Wake County Schools,8
22916,920445,HUMA,15,0,Wake County Schools,8
22917,920445,INFO,8,0,Wake County Schools,8
22970,920455,AAVC,77,0,Wake County Schools,7
22971,920455,ARCH,37,0,Wake County Schools,7
22972,920455,BMA,15,0,Wake County Schools,7
22973,920455,HLTH,18,0,Wake County Schools,7
22974,920455,HOSP,56,0,Wake County Schools,7
22975,920455,HUMA,47,0,Wake County Schools,7
22976,920455,STEM,43,0,Wake County Schools,7
23034,920466,AAVC,60,1,Wake County Schools,6
23035,920466,AGNR,22,1,Wake County Schools,6
23036,920466,ARCH,6,1,Wake County Schools,6
23037,920466,HUMA,34,1,Wake County Schools,6
23038,920466,INFO,8,1,Wake County Schools,6
23039,920466,LAW,13,1,Wake County Schools,6
23093,920473,AAVC,76,0,Wake County Schools,7
23094,920473,ARCH,42,0,Wake County Schools,7
23095,920473,BMA,9,0,Wake County Schools,7
23096,920473,HLTH,25,0,Wake County Schools,7
23097,920473,HOSP,58,0,Wake County Schools,7
23098,920473,HUMA,38,0,Wake County Schools,7
23099,920473,STEM,18,0,Wake County Schools,7
23143,920495,AAVC,126,0,Wake County Schools,7
23144,920495,ARCH,24,0,Wake County Schools,7
23145,920495,BMA,8,0,Wake County Schools,7
23146,920495,HLTH,28,0,Wake County Schools,7
23147,920495,HOSP,11,0,Wake County Schools,7
23148,920495,HUMA,30,0,Wake County Schools,7
23149,920495,STEM,72,0,Wake County Schools,7
23204,920500,AAVC,69,0,Wake County Schools,8
23205,920500,AGNR,60,0,Wake County Schools,8
23206,920500,ARCH,11,0,Wake County Schools,8
23207,920500,BMA,10,0,Wake County Schools,8
23208,920500,HLTH,13,0,Wake County Schools,8
23209,920500,HOSP,31,0,Wake County Schools,8
23210,920500,HUMA,45,0,Wake County Schools,8
23211,920500,MRKT,10,0,Wake County Schools,8
23252,920526,AAVC,98,0,Wake County Schools,9
23253,920526,AGNR,1,0,Wake County Schools,9
23254,920526,ARCH,16,0,Wake County Schools,9
23255,920526,BMA,36,0,Wake County Schools,9
23256,920526,FINA,17,0,Wake County Schools,9
23257,920526,HLTH,2,0,Wake County Schools,9
23258,920526,HUMA,41,0,Wake County Schools,9
23259,920526,INFO,148,0,Wake County Schools,9
23260,920526,STEM,27,0,Wake County Schools,9
23279,920528,HOSP,2,1,Wake County Schools,2
23280,920528,HUMA,7,1,Wake County Schools,2
23314,920546,AAVC,13,0,Wake County Schools,10
23315,920546,AGNR,25,0,Wake County Schools,10
23316,920546,ARCH,6,0,Wake County Schools,10
23317,920546,BMA,1,0,Wake County Schools,10
23318,920546,FINA,2,0,Wake County Schools,10
23319,920546,HLTH,41,0,Wake County Schools,10
23320,920546,HOSP,31,0,Wake County Schools,10
23321,920546,HUMA,36,0,Wake County Schools,10
23322,920546,MRKT,23,0,Wake County Schools,10
23323,920546,STEM,19,0,Wake County Schools,10
23360,920552,AAVC,20,0,Wake County Schools,8
23361,920552,ARCH,28,0,Wake County Schools,8
23362,920552,BMA,8,0,Wake County Schools,8
23363,920552,HOSP,58,0,Wake County Schools,8
23364,920552,HUMA,38,0,Wake County Schools,8
23365,920552,INFO,6,0,Wake County Schools,8
23366,920552,MRKT,2,0,Wake County Schools,8
23367,920552,STEM,2,0,Wake County Schools,8
23410,920562,AAVC,36,1,Wake County Schools,10
23411,920562,ARCH,7,1,Wake County Schools,10
23412,920562,BMA,5,1,Wake County Schools,10
23413,920562,FINA,2,1,Wake County Schools,10
23414,920562,HLTH,40,1,Wake County Schools,10
23415,920562,HOSP,24,1,Wake County Schools,10
23416,920562,HUMA,44,1,Wake County Schools,10
23417,920562,INFO,16,1,Wake County Schools,10
23418,920562,MRKT,1,1,Wake County Schools,10
23419,920562,STEM,13,1,Wake County Schools,10
23456,920581,AAVC,12,0,Wake County Schools,6
23457,920581,ARCH,28,0,Wake County Schools,6
23458,920581,BMA,9,0,Wake County Schools,6
23459,920581,HLTH,31,0,Wake County Schools,6
23460,920581,HUMA,10,0,Wake County Schools,6
23461,920581,MANU,19,0,Wake County Schools,6
23474,920583,HLTH,34,0,Wake County Schools,2
23475,920583,LAW,4,0,Wake County Schools,2
23481,920585,BMA,22,0,Wake County Schools,1
23488,920586,BMA,25,0,Wake County Schools,1
23521,920588,AAVC,57,0,Wake County Schools,8
23522,920588,AGNR,69,0,Wake County Schools,8
23523,920588,ARCH,20,0,Wake County Schools,8
23524,920588,HLTH,29,0,Wake County Schools,8
23525,920588,HOSP,26,0,Wake County Schools,8
23526,920588,HUMA,24,0,Wake County Schools,8
23527,920588,STEM,14,0,Wake County Schools,8
23528,920588,TRAN,3,0,Wake County Schools,8
23567,920595,AAVC,68,0,Wake County Schools,8
23568,920595,AGNR,22,0,Wake County Schools,8
23569,920595,ARCH,30,0,Wake County Schools,8
23570,920595,BMA,1,0,Wake County Schools,8
23571,920595,HUMA,10,0,Wake County Schools,8
23572,920595,INFO,12,0,Wake County Schools,8
23573,920595,MANU,1,0,Wake County Schools,8
23574,920595,STEM,39,0,Wake County Schools,8
23601,92F000,BMA,1,0,Charter Schools,3
23602,92F000,HLTH,2,0,Charter Schools,3
23603,92F000,INFO,1,0,Charter Schools,3
23654,930352,BMA,1,1,Warren County Schools,4
23655,930352,HLTH,8,1,Warren County Schools,4
23656,930352,HUMA,21,1,Warren County Schools,4
23657,930352,MRKT,11,1,Warren County Schools,4
23676,940316,AAVC,7,0,Washington County Schools,5
23677,940316,AGNR,18,0,Washington County Schools,5
23678,940316,BMA,3,0,Washington County Schools,5
23679,940316,HLTH,12,0,Washington County Schools,5
23680,940316,HUMA,25,0,Washington County Schools,5
23710,94Z000,AGNR,34,1,Regional Schools,1
23747,950336,AAVC,7,0,Watauga County Schools,10
23748,950336,AGNR,4,0,Watauga County Schools,10
23749,950336,ARCH,22,0,Watauga County Schools,10
23750,950336,HLTH,16,0,Watauga County Schools,10
23751,950336,HOSP,22,0,Watauga County Schools,10
23752,950336,HUMA,33,0,Watauga County Schools,10
23753,950336,MANU,10,0,Watauga County Schools,10
